date,year,month,day,day_of_year,station_id,station_name,basin,country,latitude,longitude,rainfall_mm,river_level_m,soil_moisture_percent,temperature_c,monsoon_season,flood_risk_score,flood_event_occurred,severity_level
2018-12-15,2018,12,15,349,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,3.7,3.15,42.0,24.8,0,0.0518,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,6.9,6.45,50.0,25.1,0,0.081,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,9.4,7.47,62.6,27.1,0,0.0991,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,5.1,10.8,40.5,22.7,0,0.0685,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,4.7,9.36,43.5,24.6,0,0.0753,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,2.1,4.95,27.8,24.6,0,0.0534,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,2.2,4.61,35.1,26.3,0,0.0612,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,6.2,5.52,41.4,24.7,0,0.0689,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,9.1,5.21,58.1,24.4,0,0.0913,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,7.4,6.6,61.1,26.6,0,0.0867,0,Normal (Green)
2018-12-15,2018,12,15,349,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,5.2,5.99,50.8,25.9,0,0.0773,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,4.5,3.6,46.9,26.0,0,0.0589,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,5.8,6.13,42.7,26.2,0,0.0742,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,3.3,2.96,49.7,23.6,0,0.0573,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,4.4,4.2,42.9,27.6,0,0.0585,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,6.9,4.27,55.9,23.4,0,0.0839,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,3.4,6.24,49.9,25.9,0,0.0746,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,8.6,7.11,77.2,24.7,0,0.1088,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,3.2,10.17,30.3,25.3,0,0.0559,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,5.0,6.95,38.8,25.6,0,0.0534,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,3.5,5.51,28.7,25.0,0,0.0617,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,3.1,3.49,42.9,24.8,0,0.0522,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,7.2,4.84,41.1,25.0,0,0.061,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,7.7,5.45,64.5,26.8,0,0.1011,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,6.8,6.32,63.4,24.8,0,0.0844,0,Normal (Green)
2018-12-22,2018,12,22,356,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,7.6,6.37,47.0,23.3,0,0.0818,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,7.0,4.81,36.3,28.3,0,0.0722,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,7.0,5.42,45.1,22.2,0,0.068,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,5.1,4.05,47.2,24.7,0,0.0771,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,3.1,3.66,60.5,24.5,0,0.0624,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,6.0,3.89,42.2,26.8,0,0.0647,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,3.4,4.49,47.8,24.6,0,0.0538,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,8.6,6.52,51.2,25.0,0,0.075,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,4.8,11.62,43.2,25.0,0,0.0762,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,3.8,7.76,46.4,27.5,0,0.0632,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,3.6,4.16,42.5,22.6,0,0.0547,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,5.4,4.32,36.8,26.8,0,0.0609,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,7.5,5.8,45.3,27.8,0,0.0772,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,13.5,4.14,54.8,23.5,0,0.0744,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,7.3,5.6,56.1,25.8,0,0.07,0,Normal (Green)
2018-12-29,2018,12,29,363,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,7.1,6.12,56.0,27.0,0,0.0858,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,7.7,4.19,44.2,23.1,0,0.0687,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,6.0,6.22,47.0,24.2,0,0.0793,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,9.2,3.34,48.3,22.4,0,0.0677,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,5.7,4.71,43.7,23.3,0,0.067,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,7.5,3.64,54.0,25.4,0,0.0707,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,13.8,6.01,55.5,25.5,0,0.0872,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,8.1,5.4,52.7,23.2,0,0.0638,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,7.0,9.5,46.4,22.8,0,0.0659,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,6.2,6.92,37.5,24.0,0,0.0532,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,4.8,4.28,39.5,25.8,0,0.055,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,7.1,4.6,37.4,24.1,0,0.0669,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,11.6,5.06,49.4,24.2,0,0.074,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,11.0,4.91,59.1,25.3,0,0.0888,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,8.2,5.76,53.2,21.4,0,0.0703,0,Normal (Green)
2019-01-05,2019,1,5,5,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,14.1,4.98,40.1,25.7,0,0.0642,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,20.3,4.78,48.2,24.3,0,0.0969,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,6.2,4.73,53.0,24.4,0,0.0648,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,21.5,4.46,45.8,26.3,0,0.1045,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,9.5,4.01,53.4,26.0,0,0.0676,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,11.8,3.79,61.0,24.1,0,0.0838,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,10.7,5.39,60.1,22.4,0,0.0794,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,13.6,6.15,51.2,24.7,0,0.0757,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,10.2,11.13,43.4,21.6,0,0.078,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,7.9,8.9,39.8,22.8,0,0.0712,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,6.3,4.2,32.1,22.5,0,0.0508,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,29.7,4.53,41.2,22.6,0,0.0918,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,7.2,5.95,51.8,24.5,0,0.0849,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,20.2,5.45,48.0,25.8,0,0.099,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,11.9,6.3,53.1,23.9,0,0.0802,0,Normal (Green)
2019-01-12,2019,1,12,12,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,8.6,5.49,68.2,22.7,0,0.0895,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,5.9,4.67,45.3,22.1,0,0.0761,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,11.7,4.97,49.7,24.7,0,0.0701,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,9.8,3.53,44.4,24.6,0,0.0689,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,7.8,4.51,56.9,26.1,0,0.0765,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,28.7,4.24,47.5,24.0,0,0.1002,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,6.1,5.56,41.1,24.3,0,0.0623,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,13.8,5.92,59.5,24.4,0,0.0803,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,7.1,11.73,48.3,25.0,0,0.084,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,9.1,7.96,32.8,21.3,0,0.0596,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,5.5,5.05,35.9,22.1,0,0.0625,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,9.2,4.32,37.2,22.1,0,0.0643,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,5.1,4.13,49.2,21.5,0,0.0567,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,7.2,3.94,51.4,25.3,0,0.0632,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,7.2,6.31,34.7,24.3,0,0.0616,0,Normal (Green)
2019-01-19,2019,1,19,19,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,12.1,6.41,58.6,21.0,0,0.099,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,5.8,4.84,42.0,26.1,0,0.0763,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,6.7,4.91,54.9,23.7,0,0.0688,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,7.0,3.89,40.6,25.1,0,0.0703,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,4.9,5.15,42.3,26.2,0,0.0718,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,8.2,3.81,41.7,24.0,0,0.0649,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,12.5,5.62,39.1,23.6,0,0.0669,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,7.3,6.13,67.8,23.6,0,0.0835,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,5.2,10.75,50.4,23.2,0,0.0762,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,20.7,8.22,42.7,25.5,0,0.0799,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,3.7,4.86,33.1,24.9,0,0.0569,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,7.9,4.74,36.6,20.6,0,0.0691,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,6.7,6.06,50.4,24.1,0,0.0848,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,26.2,6.16,50.4,24.3,0,0.1265,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,8.3,6.76,37.9,22.4,0,0.0696,0,Normal (Green)
2019-01-26,2019,1,26,26,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,6.3,5.86,26.4,25.9,0,0.0583,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,48.3,5.59,52.5,25.5,0,0.1707,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,20.0,5.95,58.2,23.7,0,0.102,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,37.0,4.67,48.2,21.0,0,0.1371,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,9.8,5.34,51.0,23.6,0,0.0876,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,16.9,3.82,55.8,26.9,0,0.0852,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,33.1,7.34,62.9,22.7,0,0.149,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,28.1,7.78,52.6,22.8,0,0.1177,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,15.4,10.12,60.8,22.8,0,0.0915,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,14.4,7.4,46.8,24.5,0,0.0698,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,8.0,5.63,28.6,21.6,0,0.067,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,19.6,4.23,34.4,21.0,0,0.0699,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,12.0,4.64,51.3,22.0,0,0.0701,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,24.5,4.64,71.9,22.4,0,0.1143,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,22.2,6.34,63.0,24.5,0,0.1025,0,Normal (Green)
2019-02-02,2019,2,2,33,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,12.7,4.95,37.9,23.1,0,0.0612,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,18.6,3.98,39.9,23.3,0,0.0717,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,8.3,5.58,48.8,25.8,0,0.0742,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,18.8,3.41,52.0,22.4,0,0.0815,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,31.4,4.78,49.4,24.3,0,0.1008,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,25.4,3.73,64.4,21.0,0,0.1019,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,23.6,7.22,63.6,23.4,0,0.1313,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,32.3,7.46,50.9,23.1,0,0.1162,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,18.9,10.14,52.0,23.0,0,0.0871,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,20.6,7.7,36.7,24.8,0,0.0701,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,11.9,5.39,34.6,23.3,0,0.0718,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,12.7,4.58,43.8,21.1,0,0.0769,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,40.4,6.98,56.0,22.1,0,0.161,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,22.5,5.18,57.0,25.6,0,0.1062,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,21.6,7.88,66.2,23.1,0,0.1328,0,Normal (Green)
2019-02-09,2019,2,9,40,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,21.6,6.08,57.7,20.3,0,0.1043,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,23.0,4.26,53.0,23.2,0,0.0937,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,12.3,5.31,46.4,26.4,0,0.0724,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,15.4,3.43,36.3,22.9,0,0.0658,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,16.6,5.29,53.1,26.6,0,0.0967,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,18.7,4.42,56.9,23.4,0,0.1022,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,29.6,6.53,59.9,23.1,0,0.1216,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,25.5,7.9,73.5,22.5,0,0.1442,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,24.4,11.13,51.4,23.8,0,0.1021,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,21.4,9.39,43.5,25.1,0,0.0936,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,14.0,4.89,30.1,23.8,0,0.0633,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,11.3,5.03,32.7,19.7,0,0.074,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,21.1,6.44,52.0,24.6,0,0.1111,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,21.5,5.65,70.0,24.9,0,0.1324,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,25.3,7.83,63.5,23.1,0,0.1341,0,Normal (Green)
2019-02-16,2019,2,16,47,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,15.4,5.26,51.1,25.5,0,0.0776,0,Normal (Green)
2019-02-23,2019,2,23,54,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,19.0,4.96,48.4,22.1,0,0.0996,0,Normal (Green)
2019-02-23,2019,2,23,54,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,26.3,5.23,61.9,26.5,0,0.1012,0,Normal (Green)
